0,1,2,3,4,5,6
frame,frame_time,sum_time,frame_fps,avg_fps,num_detected_signs,detected_signs
388,0.0504814,25.704878400000002,19.8,15.1,0,[]
389,0.0504432,25.755321600000002,19.8,15.1,0,[]
390,0.0507734,25.806095000000003,19.7,15.1,0,[]
391,0.0502699,25.856364900000003,19.9,15.1,0,[]
392,0.0501149,25.906479800000003,20.0,15.1,0,[]
393,0.0502218,25.956701600000002,19.9,15.1,0,[]
394,0.050644,26.0073456,19.7,15.1,0,[]
395,0.0503675,26.0577131,19.9,15.2,0,[]
396,0.0504871,26.108200200000002,19.8,15.2,0,[]
397,0.0505103,26.1587105,19.8,15.2,0,[]
398,0.0487035,26.207414,20.5,15.2,0,[]
399,0.0504055,26.2578195,19.8,15.2,0,[]
400,0.0511181,26.3089376,19.6,15.2,0,[]
401,0.053182,26.3621196,18.8,15.2,0,[]
402,0.0506608,26.4127804,19.7,15.2,0,[]
403,0.0513834,26.464163799999998,19.5,15.2,0,[]
404,0.0505776,26.5147414,19.8,15.2,0,[]
405,0.0506169,26.5653583,19.8,15.2,0,[]
406,0.0520801,26.6174384,19.2,15.3,0,[]
407,0.0507132,26.6681516,19.7,15.3,0,[]
408,0.0502776,26.718429200000003,19.9,15.3,0,[]
409,0.0511878,26.769617000000004,19.5,15.3,0,[]
410,0.0504324,26.820049400000002,19.8,15.3,0,[]
411,0.0506522,26.8707016,19.7,15.3,0,[]
412,0.0507174,26.921419,19.7,15.3,0,[]
413,0.0489447,26.9703637,20.4,15.3,0,[]
414,0.0492718,27.0196355,20.3,15.3,0,[]
415,0.0525376,27.0721731,19.0,15.3,0,[]
416,0.0504732,27.1226463,19.8,15.3,0,[]
417,0.0508699,27.173516199999998,19.7,15.3,0,[]
418,0.0508707,27.2243869,19.7,15.4,0,[]
419,0.0514882,27.2758751,19.4,15.4,0,[]
420,0.0504236,27.3262987,19.8,15.4,0,[]
421,0.0501301,27.3764288,19.9,15.4,0,[]
422,0.0501704,27.4265992,19.9,15.4,0,[]
423,0.0510346,27.4776338,19.6,15.4,0,[]
424,0.0506964,27.5283302,19.7,15.4,0,[]
425,0.0503454,27.5786756,19.9,15.4,0,[]
426,0.0502292,27.6289048,19.9,15.4,0,[]
427,0.0504309,27.6793357,19.8,15.4,0,[]
428,0.0502315,27.729567199999998,19.9,15.4,0,[]
429,0.0486836,27.7782508,20.5,15.4,0,[]
430,0.0489051,27.827155899999998,20.4,15.5,0,[]
431,0.0502673,27.8774232,19.9,15.5,0,[]
432,0.0503132,27.9277364,19.9,15.5,0,[]
433,0.0503728,27.978109200000002,19.9,15.5,0,[]
434,0.0503383,28.028447500000002,19.9,15.5,0,[]
435,0.0505316,28.0789791,19.8,15.5,0,[]
436,0.0506684,28.1296475,19.7,15.5,0,[]
437,0.0508275,28.180475,19.7,15.5,0,[]
438,0.0506491,28.231124100000002,19.7,15.5,0,[]
439,0.0504484,28.281572500000003,19.8,15.5,0,[]
440,0.050165,28.331737500000003,19.9,15.5,0,[]
441,0.0506824,28.382419900000002,19.7,15.5,0,[]
442,0.050673,28.433092900000002,19.7,15.5,0,[]
443,0.0507733,28.4838662,19.7,15.6,0,[]
444,0.0509532,28.5348194,19.6,15.6,0,[]
445,0.0487463,28.5835657,20.5,15.6,0,[]
446,0.0503494,28.633915100000003,19.9,15.6,0,[]
447,0.0505773,28.684492400000003,19.8,15.6,0,[]
448,0.0506926,28.735185000000005,19.7,15.6,0,[]
449,0.0505622,28.785747200000007,19.8,15.6,0,[]
450,0.050043,28.835790200000005,20.0,15.6,0,[]
451,0.0504378,28.886228000000006,19.8,15.6,0,[]
452,0.0506028,28.936830800000006,19.8,15.6,0,[]
453,0.0506167,28.987447500000005,19.8,15.6,0,[]
454,0.0504842,29.037931700000005,19.8,15.6,0,[]
455,0.0505689,29.088500600000003,19.8,15.6,0,[]
456,0.0502377,29.138738300000004,19.9,15.6,0,[]
457,0.0503814,29.189119700000003,19.8,15.7,0,[]
458,0.0505646,29.239684300000004,19.8,15.7,0,[]
459,0.0508623,29.290546600000003,19.7,15.7,0,[]
460,0.0490591,29.339605700000003,20.4,15.7,0,[]
461,0.0491956,29.388801300000004,20.3,15.7,0,[]
462,0.0500839,29.438885200000005,20.0,15.7,0,[]
463,0.0505238,29.489409000000006,19.8,15.7,0,[]
464,0.0505034,29.539912400000006,19.8,15.7,0,[]
465,0.0505594,29.590471800000007,19.8,15.7,0,[]
466,0.0505298,29.641001600000006,19.8,15.7,0,[]
467,0.0502923,29.691293900000005,19.9,15.7,0,[]
468,0.0501308,29.741424700000007,19.9,15.7,0,[]
469,0.0504323,29.791857000000007,19.8,15.7,0,[]
470,0.0504492,29.842306200000007,19.8,15.7,0,[]
471,0.0505623,29.892868500000006,19.8,15.8,0,[]
472,0.0505555,29.943424000000007,19.8,15.8,0,[]
473,0.0501373,29.993561300000007,19.9,15.8,0,[]
474,0.0508397,30.044401000000008,19.7,15.8,0,[]
475,0.050526,30.09492700000001,19.8,15.8,0,[]
476,0.0487032,30.143630200000008,20.5,15.8,0,[]
477,0.0489721,30.192602300000008,20.4,15.8,0,[]
478,0.0510237,30.243626000000006,19.6,15.8,0,[]
479,0.050742,30.294368000000006,19.7,15.8,0,[]
480,0.0502411,30.344609100000007,19.9,15.8,0,[]
481,0.0504547,30.395063800000006,19.8,15.8,0,[]
482,0.0504627,30.445526500000007,19.8,15.8,0,[]
483,0.0506383,30.496164800000006,19.7,15.8,0,[]
484,0.0504864,30.546651200000007,19.8,15.8,0,[]
485,0.0504218,30.597073000000005,19.8,15.9,0,[]
486,0.086711,30.683784000000006,11.5,15.8,1,['Fahrtrichtung rechts']
487,0.0506431,30.734427100000005,19.7,15.8,0,[]
488,0.0506674,30.785094500000003,19.7,15.9,0,[]
489,0.086876,30.871970500000003,11.5,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
490,0.0886366,30.960607100000004,11.3,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
491,0.0500481,31.010655200000006,20.0,15.8,0,[]
492,0.0877957,31.098450900000007,11.4,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
493,0.0848609,31.183311800000006,11.8,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
494,0.0501835,31.233495300000005,19.9,15.8,0,[]
495,0.0856864,31.319181700000005,11.7,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
496,0.0847956,31.403977300000005,11.8,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
497,0.0499639,31.453941200000006,20.0,15.8,0,[]
498,0.0860416,31.539982800000008,11.6,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
499,0.0858848,31.625867600000007,11.6,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
500,0.0883202,31.714187800000005,11.3,15.8,1,['Ende aller Geschw. Und ‹berholverbote']
501,0.0856989,31.799886700000005,11.7,15.8,1,['Links vorbeifahren']
502,0.0834458,31.883332500000005,12.0,15.7,1,['Ende aller Geschw. Und ‹berholverbote']
503,0.0872407,31.970573200000004,11.5,15.7,1,['Fahrtrichtung rechts']
504,0.0851361,32.055709300000004,11.7,15.7,1,['Ende aller Geschw. Und ‹berholverbote']
505,0.086743,32.1424523,11.5,15.7,1,['Ende aller Geschw. Und ‹berholverbote']
506,0.0882789,32.2307312,11.3,15.7,1,['Ende aller Geschw. Und ‹berholverbote']
507,0.0883692,32.3191004,11.3,15.7,1,['Ende aller Geschw. Und ‹berholverbote']
508,0.0877072,32.4068076,11.4,15.7,1,['Ende aller Geschw. Und ‹berholverbote']
509,0.0851897,32.4919973,11.7,15.7,1,['Ende aller Geschw. Und ‹berholverbote']
510,0.0872037,32.579201000000005,11.5,15.7,1,['Lichtzeichenanlage']
511,0.1853731,32.764574100000004,5.4,15.6,1,['Arbeitsstelle']
512,0.0828798,32.847453900000005,12.1,15.6,1,['Ende aller Geschw. Und ‹berholverbote']
513,0.0842765,32.931730400000006,11.9,15.6,1,['Ende aller Geschw. Und ‹berholverbote']
514,0.0851156,33.01684600000001,11.7,15.6,1,['Ende aller Geschw. Und ‹berholverbote']
515,0.0854661,33.102312100000006,11.7,15.6,1,['Ende aller Geschw. Und ‹berholverbote']
516,0.0851359,33.187448,11.7,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
517,0.0874099,33.2748579,11.4,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
518,0.0857393,33.3605972,11.7,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
519,0.0853958,33.445993,11.7,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
520,0.0870301,33.5330231,11.5,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
521,0.0854854,33.618508500000004,11.7,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
522,0.0849251,33.703433600000004,11.8,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
523,0.08488,33.7883136,11.8,15.5,1,['Max. 80km/h']
524,0.0866098,33.8749234,11.5,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
525,0.08473,33.9596534,11.8,15.5,1,['Ende aller Geschw. Und ‹berholverbote']
526,0.0861717,34.0458251,11.6,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
527,0.0858098,34.1316349,11.7,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
528,0.0882332,34.2198681,11.3,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
529,0.086034,34.3059021,11.6,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
530,0.085565,34.3914671,11.7,15.4,1,['Lichtzeichenanlage']
531,0.0874434,34.4789105,11.4,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
532,0.0846055,34.563516,11.8,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
533,0.0844762,34.6479922,11.8,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
534,0.0838899,34.7318821,11.9,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
535,0.087897,34.8197791,11.4,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
536,0.085661,34.9054401,11.7,15.4,1,['Ende aller Geschw. Und ‹berholverbote']
537,0.08499,34.9904301,11.8,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
538,0.0881022,35.0785323,11.4,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
539,0.0859291,35.1644614,11.6,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
540,0.0860695,35.2505309,11.6,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
541,0.085656,35.3361869,11.7,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
542,0.0869821,35.423169,11.5,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
543,0.084806,35.507975,11.8,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
544,0.0855662,35.593541200000004,11.7,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
545,0.0874742,35.68101540000001,11.4,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
546,0.0859975,35.767012900000005,11.6,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
547,0.0850075,35.85202040000001,11.8,15.3,1,['Ende aller Geschw. Und ‹berholverbote']
548,0.0861993,35.938219700000005,11.6,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
549,0.088214,36.026433700000005,11.3,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
550,0.0863158,36.11274950000001,11.6,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
551,0.0872133,36.19996280000001,11.5,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
552,0.086459,36.28642180000001,11.6,15.2,1,['Ende Max. 80km/h']
553,0.0854653,36.37188710000001,11.7,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
554,0.0862257,36.45811280000001,11.6,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
555,0.085773,36.54388580000001,11.7,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
556,0.0903651,36.63425090000001,11.1,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
557,0.086244,36.72049490000001,11.6,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
558,0.0861054,36.806600300000014,11.6,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
559,0.0877428,36.894343100000015,11.4,15.2,1,['Ende aller Geschw. Und ‹berholverbote']
560,0.0853875,36.97973060000002,11.7,15.1,1,['Ende aller Geschw. Und ‹berholverbote']
561,0.0864038,37.06613440000002,11.6,15.1,1,['Ende aller Geschw. Und ‹berholverbote']
562,0.08611,37.152244400000015,11.6,15.1,1,['Ende aller Geschw. Und ‹berholverbote']
563,0.0885341,37.24077850000001,11.3,15.1,1,['Ende aller Geschw. Und ‹berholverbote']
564,0.0848239,37.325602400000015,11.8,15.1,1,['Ende aller Geschw. Und ‹berholverbote']
565,0.086221,37.41182340000002,11.6,15.1,1,['Ende aller Geschw. Und ‹berholverbote']
566,0.0886139,37.500437300000016,11.3,15.1,1,['Lichtzeichenanlage']
567,0.0907458,37.591183100000016,11.0,15.1,2,"['Ende aller Geschw. Und ‹berholverbote'
 'Ende aller Geschw. Und ‹berholverbote']"
568,0.0865803,37.67776340000002,11.5,15.1,1,['Ende aller Geschw. Und ‹berholverbote']
569,0.0868304,37.764593800000014,11.5,15.1,2,"['Ende aller Geschw. Und ‹berholverbote'
 'Ende aller Geschw. Und ‹berholverbote']"
570,0.0890409,37.853634700000015,11.2,15.1,2,['Ende aller Geschw. Und ‹berholverbote' 'Schnee-/Eisglštte']
571,0.0865845,37.940219200000016,11.5,15.0,2,"['Ende aller Geschw. Und ‹berholverbote' 'Halt, Vorfahrt gewšhren']"
572,0.0863851,38.02660430000002,11.6,15.0,2,"['Ende aller Geschw. Und ‹berholverbote'
 'Ende aller Geschw. Und ‹berholverbote']"
573,0.0877429,38.11434720000002,11.4,15.0,2,['Gefahrenstelle' 'Ende aller Geschw. Und ‹berholverbote']
574,0.0877853,38.20213250000002,11.4,15.0,2,"['Ende aller Geschw. Und ‹berholverbote'
 'Ende aller Geschw. Und ‹berholverbote']"
575,0.0944726,38.29660510000002,10.6,15.0,2,"['Ende aller Geschw. Und ‹berholverbote'
 'Ende aller Geschw. Und ‹berholverbote']"
576,0.0877974,38.38440250000002,11.4,15.0,2,"['Ende aller Geschw. Und ‹berholverbote'
 'Ende aller Geschw. Und ‹berholverbote']"
577,0.0889264,38.47332890000002,11.2,15.0,2,['Rechts vorbeifahren' 'Ende aller Geschw. Und ‹berholverbote']
578,0.087184,38.56051290000002,11.5,15.0,2,['Ende aller Geschw. Und ‹berholverbote' 'Gefahrenstelle']
579,0.0866232,38.64713610000002,11.5,15.0,2,['Ende aller Geschw. Und ‹berholverbote' 'Vorfahrt gewšhren']
580,0.0877397,38.73487580000002,11.4,15.0,1,['Ende ‹berholverbot']
581,0.0504263,38.78530210000002,19.8,15.0,0,[]
582,0.0504406,38.83574270000002,19.8,15.0,0,[]
583,0.048862,38.88460470000002,20.5,15.0,0,[]
584,0.0493486,38.93395330000002,20.3,15.0,0,[]
585,0.0503285,38.98428180000002,19.9,15.0,0,[]
586,0.0507283,39.03501010000002,19.7,15.0,0,[]
587,0.050851,39.085861100000024,19.7,15.0,0,[]
588,0.0507223,39.13658340000002,19.7,15.0,0,[]
589,0.05043,39.18701340000002,19.8,15.0,0,[]
590,0.0507985,39.23781190000002,19.7,15.0,0,[]
591,0.0503386,39.28815050000002,19.9,15.0,0,[]
592,0.0503005,39.33845100000002,19.9,15.0,0,[]
593,0.0502255,39.388676500000024,19.9,15.1,0,[]
594,0.0502102,39.438886700000026,19.9,15.1,0,[]
595,0.0508499,39.48973660000003,19.7,15.1,0,[]
596,0.0507421,39.54047870000003,19.7,15.1,0,[]
597,0.0505673,39.59104600000003,19.8,15.1,0,[]
598,0.0488523,39.63989830000003,20.5,15.1,0,[]
599,0.0490392,39.68893750000003,20.4,15.1,0,[]
600,0.0500175,39.73895500000003,20.0,15.1,0,[]
601,0.0501672,39.78912220000003,19.9,15.1,0,[]
602,0.0504206,39.83954280000003,19.8,15.1,0,[]
603,0.0505561,39.890098900000034,19.8,15.1,0,[]
604,0.0505558,39.94065470000003,19.8,15.1,0,[]
605,0.0501286,39.99078330000003,19.9,15.1,0,[]
